title,category,tags,description,image,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large
Panorama - Manchester Arena Bombing: Saffie’s Story,Documentaries,"BBC, iPlayer, TV, Panorama, Manchester Arena Bombing: Saffie’s Story",Panorama follows the parents of the youngest victim of the Manchester Arena bombing.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bsy8mn.jpg,29 mins,1735,8pm 7 Mar 2022,Panorama follows the parents of the youngest victim of the Manchester Arena bombing.,Panorama follows the parents of the youngest victim of the Manchester Arena bombing as they navigate the public inquiry into the attack.,"Panorama follows the parents of the youngest victim of the Manchester Arena bombing as they navigate the public inquiry into the attack. As the fifth anniversary approaches, they ask could the bomber have been stopped and could their daughter have survived her injuries?"
Panorama - Why Aren't We Vaccinating the World?,Documentaries,"BBC, iPlayer, TV, Panorama, Why Arent We Vaccinating the World?",Bronagh Munro investigates why the global Covid vaccine roll out is failing.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bqcp8s.jpg,29 mins,1749,7:30pm 21 Feb 2022,Bronagh Munro investigates why the global Covid vaccine roll out is failing.,"The best way to win the battle against Covid is to vaccinate the whole world, but in poorer countries not enough people are getting the jab. Bronagh Munro investigates why.","The best way to win the battle against Covid is to vaccinate the whole world, but in poorer countries not enough people are getting the jab. Only six and a half per cent of the population in low income countries are fully protected. There are now enough vaccines being made for everyone on the planet, so why aren’t they being shared more fairly? Reporter Bronagh Munro investigates why the global vaccine roll out is failing and asks if governments and big drug companies could do more to keep us all safe."
Scotland’s Football Jukebox,Documentaries,"BBC, iPlayer, TV, Scotland’s Football Jukebox",A look at the best Scottish football anthems throughout the years.,https://ichef.bbci.co.uk/images/ic/1200x675/p09k7mtv.jpg,58 mins,3480,10:30pm 4 Jun 2021,A look at the best Scottish football anthems throughout the years.,A look at the best Scottish football anthems throughout the years.,"Ahead of the Euros, we take a look at the best Scottish football anthems throughout the years. Mixing nostalgia, humour and unforgettable tunes, and featuring football heroes, music stars and famous Scottish faces, we countdown through the memories and the songs that go with them."
Storyville - President,Documentaries,"BBC, iPlayer, TV, Storyville, President","Can a free, fair and transparent election truly be possible in Zimbabwe?",https://ichef.bbci.co.uk/images/ic/1200x675/p0blgspp.jpg,94 mins,5640,10pm 9 Feb 2022,"Can a free, fair and transparent election truly be possible in Zimbabwe?","A Storyville documentary that follows Nelson Chamisa's campaign to restore democracy to Zimbabwe. Can a free, fair and transparent election truly be possible?","When Robert Mugabe was ousted by his own party, Zimbabwe’s new leaders promised a democratic presidential election  – the first since the start of Mugabe’s rule almost 40 years earlier. Against a backdrop of economic crisis, food shortages and political violence, the stakes could not be higher. Working to defeat the ruling party, which has controlled Zimbabwe since independence, is the young and charismatic Nelson Chamisa, who has been compared to a young Nelson Mandela. The campaign will set the course for the future of the country. After decades of corrupt elites using any means necessary to retain power, can a free, fair and transparent election truly be possible? With this sequel to her widely acclaimed 2014 documentary Democrats, which followed the political battle to establish Zimbabwe’s first democratic constitution, Camilla Nielsson brings viewers into the heart of an epic struggle for power."
Beardsley and his Work,Documentaries,"BBC, iPlayer, TV, Beardsley and his Work",Aubrey Beardsleys drawings still retain their power to amuse and to shock. (1982),https://ichef.bbci.co.uk/images/ic/1200x675/p02tgncm.jpg,50 mins,2976,19 Jan 1982,Aubrey Beardsley's drawings still retain their power to amuse and to shock. (1982),"The life and work of Aubrey Beardsley, one of the world's most exciting graphic artists, whose drawings still retain their power to fascinate, to amuse and to shock. (1982)","Aubrey Beardsley was a phenomenon, as his contemporaries recognised. Between 1893 and 1898 (when he died from tuberculosis aged just 25) he developed into one of the world's most exciting graphic artists, and turned out hundreds of black and white drawings, which retain their power to fascinate, to amuse and to shock.In this film Brian Reade, Brigid Brophy, Ralph Steadman and a psychiatrist, discuss Beardsley's work and recall the story of his short life. The film has been made almost exclusively from Beardsley's original drawings. (1982)"
The Rapper Who Chopped His Penis Off,Documentaries,"BBC, iPlayer, TV, The Rapper Who Chopped His Penis Off",Wu-Tang Clan-affiliated rapper Christ Bearer’s drug-induced mental health crisis.,https://ichef.bbci.co.uk/images/ic/1200x675/p04zzxy4.jpg,18 mins,1069,27 Apr 2017,Wu-Tang Clan-affiliated rapper Christ Bearer’s drug-induced mental health crisis.,"An intimate and at times harrowing portrait of a rapper from the male-dominated, bravado-soaked, hip hop industry, who made an almost fatal decision.","Christ Bearer, aka Andre Johnson, was headline news in just about every publication during April 2014. He went from being an underground Wu-Tang Clan affiliated rapper to a humorous, worldwide tabloid sensation overnight: the wacky story of the rapper who cut his own penis off and jumped from a two story balcony. Harassed by the media while recovering in hospital, his suffering was overlooked until months later, when it emerged that Andre had been under the influence of PCP among other drugs, and had been suffering from severe depression. The act was in fact a reaction to the downward spiral of dark and destructive thoughts he was experiencing as a result of a far from perfect family life. This documentary hears from a number of Andre’s friends, colleagues and family members, offering a first hand look at how difficult mental health issues can be to address in such a macho industry as Hip Hop."
RuPaul’s Drag Race UK: Queens on Lockdown,Documentaries,"BBC, iPlayer, TV, RuPaul’s Drag Race UK: Queens on Lockdown",A look into the home lives of the queens during the pandemic break in filming.,https://ichef.bbci.co.uk/images/ic/1200x675/p096dmrs.jpg,35 mins,2102,12 Feb 2021,A look into the home lives of the queens during the pandemic break in filming.,A never-before-seen look into the lockdown lives of the queens of RuPaul's Drag Race UK as they were sent home for a seven-month break in filming due to the Covid-19 pandemic.,"A never-before-seen look into the lockdown lives of the queens of RuPaul's Drag Race UK when they were sent home for a seven-month break in filming due to the Covid-19 pandemic. Through a combination of self-filmed video diaries and interview footage, the queens give us an all-access look at their quarantine home lives, their professional struggles, their emotional highs and lows, and how they got ready to return to the competition."
Stacey Dooley Investigates - Second Chance Sex Offenders,Documentaries,"BBC, iPlayer, TV, Stacey Dooley Investigates, Second Chance Sex Offenders",In Florida Stacey investigates whether sex offenders ever deserve a second chance.,https://ichef.bbci.co.uk/images/ic/1200x675/p07x4znr.jpg,57 mins,3437,24 Jan 2018,In Florida Stacey investigates whether sex offenders ever deserve a second chance.,"Stacey travels to Florida where sex offenders are punished for ever. But do sex offenders deserve a second chance, or are their crimes impossible to forgive?","Stacey travels to Florida where sex offenders face restrictions for life. But there is a battle raging about these laws - do they protect children, or are they just in place to make the public feel better?Stacey spends time with offenders and lawmakers to consider if it is possible for sex offenders to be rehabilitated. Do they ever deserve a second chance, or are their crimes impossible to forgive?Once sex offenders leave prison in Florida, they are put on a publicly available register for life, and neighbours are informed of where they live. Stacey meets the police officers in one county who have taken the laws to the extreme - by placing 5ft red signs outside sexual predators' houses. They are the most serious class of offender, and most have committed crimes against children under 13.Convicted sex offenders on the register are also subject to residency restrictions, which prevent them from living near places where children congregate - like schools, parks and even bus stops. As a result of these living restrictions, offenders have retreated to live in remote parts of Florida, away from built up areas.Stacey also spends time with offenders in a small, isolated settlement called Miracle Village. Surrounded for miles by sugar cane fields, offenders living here have committed a range of sexual crimes against children - from molesting children to watching child pornography."
A Tribute to HRH Duke of Edinburgh,Documentaries,"BBC, iPlayer, TV, A Tribute to HRH Duke of Edinburgh","The remarkable life story of HRH the Duke of Edinburgh, Prince Philip.",https://ichef.bbci.co.uk/images/ic/1200x675/p09d7gph.jpg,58 mins,3495,9 Apr 2021,"The remarkable life story of HRH the Duke of Edinburgh, Prince Philip.","The remarkable life story of HRH the Duke of Edinburgh, Prince Philip, the man who stood beside the Queen for over 70 years. Featuring interviews with those who knew him best.","The remarkable life story of HRH the Duke of Edinburgh, Prince Philip, the man who stood beside the Queen for over 70 years. A man who conducted hundreds of royal engagements in his own right, often championing the development of young people and environmental change. Featuring interviews with those who knew him best."
Tuesday Documentary - Jumbo,Documentaries,"BBC, iPlayer, TV, Tuesday Documentary, Jumbo",The jumbo has been called a pilots dream but will it be an airports nightmare? (1969),https://ichef.bbci.co.uk/images/ic/1200x675/p04210jw.jpg,49 mins,2953,12 Aug 1969,The jumbo has been called a 'pilot's dream' but will it be an airport's nightmare? (1969),"In just four months, the world's first jumbo jet will go into service over the Atlantic. The jumbo has been called a 'pilot's dream.' But will it be an airport's nightmare? (1969)","In just four months, the world's first jumbo jet goes into regular service over the Atlantic. Already 200 have been ordered by the world's airlines. Each is designed to carry nearly 500 passengers. The jumbo has been called a 'pilot's dream.' But will it also be an airport's nightmare?By next year, half a dozen of the giants may be queuing at peak hours to disgorge their passengers at London Airport. Round the world, airports face their biggest jam in history.  Jumbo jets will revolutionise airport design. But they may also speed up other travel developments, with far-reaching effects on the design and peace, of our cities. (1969)"
Our World - Merkel's Germany,Documentaries,"BBC, iPlayer, TV, Our World, Merkels Germany","As Angela Merkel steps down as German chancellor, we assess her legacy.",https://ichef.bbci.co.uk/images/ic/1200x675/p09w8hr5.jpg,30 mins,1800,27 Aug 2021,"As Angela Merkel steps down as German chancellor, we assess her legacy.","This autumn, Angela Merkel bows out after 16 years as German chancellor. In that time, she has been a key player on the world stage, but how has she changed her own country?",No data found
The Sky at Night - Space Boom Britain,Documentaries,"BBC, iPlayer, TV, The Sky at Night, Space Boom Britain",The Sky at Night visits the companies spearheading the boom in Britains space industry.,https://ichef.bbci.co.uk/images/ic/1200x675/p09kkdvs.jpg,29 mins,1754,10pm 13 Jun 2021,The Sky at Night visits the companies spearheading the boom in Britain's space industry.,"The Sky at Night team visit the companies spearheading the boom in Britain's space industry, a sector with an annual income of £16.4bn and which employs over 45,000 people.","Britain’s space industry is booming. According to UK Space Agency, its annual income now stands at £16.4bn, and it employs over 45,000 people. Britain has always been a leader in the world’s aerospace industries. Airbus’s huge manufacturing plant in Stevenage was originally owned by de Havilland, where they made ‘Blue Streak’, Britain’s intercontinental ballistic missile which became part of the ESA's 'Europa' rocket. Before becoming part of Airbus, the business then called Astrium had focused on satellites and were Maggie’s employers.Maggie meets Liz Seward who explains that while over half their business is building communications satellites, they are also involved in research instruments too. One of their recent creations – the Solar Orbiter – has not yet reached its final operational position in space, but has recently sent back spectacular pictures of coronal mass ejections. Back in the factory, Maggie sees a new satellite in the making. ‘Biomass’ is a European Space Agency project that will measure the amount of carbon trapped in the earth’s flora, building up a comprehensive 3D picture of the planet’s greenery. This is done using a specific type of radar that uses comparatively long wavelengths and consequently requires a huge 15m receiver – which in turn creates a huge challenge for its designers. There are a vast number of job types required to build a spacecraft – and Maggie discovers perhaps the most surprising – that of crystal maker. Airbus in Stevenage is the manufacturer of the world’s purest quartz crystal. It is needed several times over in every satellite for calibration purposes. Because quartz vibrates at a specific frequency when an electrical current is applied to it, it is a vital constant in a world of wandering electronic systems. To be sure of supply and quality, Airbus makes its own. It’s an expensive commodity – a house-brick-sized crystal of space quality quartz is worth tens of thousands of pounds.About 80 miles west of Stevenage, and at the other end of the business scale, Chris visits Oxford Space Systems, whose CEO Sean Sutcliffe explains that while microsatellites are opening up the industry to more companies, they pose challenges of their own because of their size. These satellites have tiny spaces on the rockets that launch them, but need quite sizeable antennas and receivers to communicate with people and machines on earth. This is OSS’s business – to provide novel engineering solutions in packing up and unfurling these structures. They combine the latest materials science with knitting and origami to produce antennas that extend to hundreds of times their packed length and receivers that unfurl like beautiful hi-tech flowers. Of course, all spacecraft need rigorous testing before deployment. Maggie visits RAL-Space, who provide these services. She discovers that not only the conditions of space must be replicated in huge vacuum chambers, but that the experience of being launched must also be gone through. This means being shaken on a vibration table that can be programmed to replicate the precise vibration profile of the launch rocket and being shocked to simulate the firing of the explosive bolts that separates the spacecraft from the rocket. This is done by attaching critical components to a steel plate that then has a steel projectile fired at the plate’s opposite side.So far, so good. But the success of the satellite has brought with it a huge problem. Dead and broken satellites are clogging up the available orbits and could makes things even worse if anything crashes into them. Chris visits multinational Japanese company Astroscale who have come up with a solution in the form of another satellite, controlled from their mission control in the UK. Their spacecraft – ELSA-d – is a proof of concept for a satellite retirement service, which it is hoped could clean up the dangerously cluttered low earth orbitsPete Lawrence is on hand to tell us about the surreally beautiful phenomenon of noctilucent clouds, ice crystals in the upper atmosphere lit by the sun from beyond the horizon. The effect has become more common in recent years, because of the increase in rocket launches, which leave water in their wake as they leave the Earth.Finally, Maggie shows Chris the final piece of evidence that Britain’s space industry is going from strength to strength, when they visit the new National Satellite Test Facility. This purpose-built, awe-inspiring, cathedral-sized building is capable of comprehensively testing the largest satellites from the UK and abroad. It houses a 20m-long vacuum chamber with a 7m diameter, the country’s largest faraday cage and vibration tables large enough to test whole spacecraft. And a scoop for the Sky at Night: it’s the first time that TV cameras have been allowed into the facility, which is scheduled to open in the second half of 2021."
The Warwick Uni Rape Chat Scandal,Documentaries,"BBC, iPlayer, TV, The Warwick Uni Rape Chat Scandal",Revealing new details about the Warwick Univeristy rape chat scandal.,https://ichef.bbci.co.uk/images/ic/1200x675/p07jbylp.jpg,31 mins,1831,28 May 2019,Revealing new details about the Warwick Univeristy rape chat scandal.,"In this documentary, those at the centre of the Warwick University rape chat scandal reveal new details about what went on behind closed doors, in a story that is far from over.","A year on, Warwick University is still reeling from the fall-out over a Facebook group chat where male students made rape threats against their female peers. After two of the men had ten-year campus bans reduced to 12 months, serious questions were raised about the university’s handling of its investigation into the messages. In this documentary, those at the centre of the scandal reveal new details about what went on behind closed doors, in a story that is far from over."
Between Life and Death,Documentaries,"BBC, iPlayer, TV, Between Life and Death",Provocative documentary following the doctors who can now interrupt the death process.,https://ichef.bbci.co.uk/images/ic/1200x675/p01gr9rm.jpg,51 mins,3032,10:35pm 13 Jul 2010,Provocative documentary following the doctors who can now interrupt the death process.,"Documentary following the doctors who can now interrupt, and even reverse, the process of death, and the families asked to make the most ethically difficult decision in medicine.","Provocative documentary following the doctors who can now interrupt, and even reverse, the process of death. Filmed over six months in the country's leading brain injury unit (Addenbrooke's Hospital, Cambridge), it follows the journey of a man who, by only moving his eyes, is eventually asked if he wants to live or die. Two other families are also plunged into the most ethically difficult decision in modern medicine.This documentary is part of Louis Theroux: Docs That Made Me, a collection of his favourite documentaries. Many documentaries, Louis suggests, could do with losing a few minutes here and there. He makes an exception for Between Life and Death though, which doesn't waste a second with its economical storytelling. The day to day events which take place in hospitals have the potential to be highly emotional and full of drama. Nick Holt's Cambridge-based film was an inspiration for Louis Theroux's 2014 documentary, Edge of Life, about Los Angeles' famous Cedars-Sinai Medical Centre.In 2011, Between Life and Death won a BAFTA and an RTS Television Award for Best Single Documentary."
Once Were Lions,Documentaries,"BBC, iPlayer, TV, Once Were Lions",Documentary following the rugby league Lions tour of New Zealand and Papua New Guinea.,https://ichef.bbci.co.uk/images/ic/1200x675/p08yr4jd.jpg,71 mins,4274,21 Nov 2020,Documentary following the rugby league Lions tour of New Zealand and Papua New Guinea.,"After more than a decade in the wilderness, rugby league’s Lions are back and on the road again. This documentary follows their 2019 tour of New Zealand and Papua New Guinea.","After more than a decade in the wilderness, rugby league’s Lions are back and on the road again. This documentary follows their 2019 tour of New Zealand and Papua New Guinea as they fight for their sporting future. From rugby league's northern England heartlands to the exotic surroundings of Papua New Guinea, the tour provides a lens to examine the soul of a game with a proud past but uncertain fate, as well as issues such as masculinity in 21st-century Britain, class, friendship, ambition, loyalty and sacrifice. The film uses archive footage to highlight the most compelling aspects of rugby league's rise, and explores how and why it has come to be synonymous with a way of life, all within the band-of-brothers framework of the reformed Lions’ exploits down under."
Our World - Italy's Hidden Sins,Documentaries,"BBC, iPlayer, TV, Our World, Italys Hidden Sins",Mark Lowen investigates how Italy is failing to tackle the scourge of clerical sex abuse.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bpy1bt.jpg,30 mins,1800,18 Feb 2022,Mark Lowen investigates how Italy is failing to tackle the scourge of clerical sex abuse.,"Italy is a bastion of global Catholicism, and yet, unlike many other countries, it has failed to tackle the scourge of clerical sex abuse. Mark Lowen investigates.","With the seat of the Catholic church in its backyard and the highest number of priests of any country, Italy is a bastion of global Catholicism. And yet, unlike many other countries, it has failed to tackle the scourge of clerical sex abuse. It keeps no official statistics on the issue and the number of convictions remains shockingly low. Survivors of abuse have fallen foul of a combination of cover-up, complicity and legal failings in their search for justice. Mark Lowen speaks to survivors, confronts those accused and meets the officials working to uncover the dark secrets that the Italian authorities have been unwilling to investigate."
Radio 1 Stories - Living The Dream,Documentaries,"BBC, iPlayer, TV, Radio 1 Stories, Living The Dream",Ever wondered if there’s more to life? Meet three young people who are ditching the 9-5.,https://ichef.bbci.co.uk/images/ic/1200x675/p06kt5yk.jpg,23 mins,1390,14 Sep 2018,Ever wondered if there’s more to life? Meet three young people who are ditching the 9-5.,Ever wondered if there’s more to life? Meet three young people who are ditching the 9-5 and taking the road less travelled to follow their dreams.,"Ever wondered if there’s more to life? Meet three young people who are ditching the 9-5 and taking the road less travelled to follow their dreams. No rent, no office, no distractions and no pressure.First up there’s Zeki Basan, a survival expert who describes the remote glens of the Scottish Highlands as both his playground and his office. Then there’s Brother John who is dedicating his life to God at a beautiful Benedictine monastery in Somerset. And finally, there’s illustrator Jess Wheeler, who lives off-grid on the banks of an estuary in Suffolk.They’re just three members of a growing counter-culture movement in the UK that’s seeing more and more people adopt alternative lifestyles. So what happens when you flip the script on life? Find out with Zeki, Jess and John as they describe how it feels to take another path."
Tuesday Documentary - The Ealing Comedies,Documentaries,"BBC, iPlayer, TV, Tuesday Documentary, The Ealing Comedies",The story of the films that were so original and funny they put Ealing on the map. (1970),https://ichef.bbci.co.uk/images/ic/1200x675/p02sx09j.jpg,74 mins,4431,8 Sep 1970,The story of the films that were so original and funny they put Ealing on the map. (1970),The story of the men and women who produced a series of film comedies that were so original and funny that they put Ealing on the map. (1970),"The story of the men and women who in just 10 post-war years produced a series of film comedies that were so original and funny that the name of the quiet residential London borough where they were made became world famous - they put Ealing on the map.Featuring excerpts from: Hue & Cry, Passport To Pimlico, Kind Hearts and Coronets, Whisky Galore, A Run For Your Money, The Lavender Hill Mob, The Man In The White Suit and The Ladykillers. (1970)"
Inside the Bruderhof,Documentaries,"BBC, iPlayer, TV, Inside the Bruderhof","The story of an unusual village in Sussex where there’s no crime, debt or homelessness.",https://ichef.bbci.co.uk/images/ic/1200x675/p07h1d9d.jpg,38 mins,2280,13 Aug 2020,"The story of an unusual village in Sussex where there’s no crime, debt or homelessness.","In a Sussex village, a community has turned its back on the modern world to live a life free of money, crime and homelessness. But one young resident is questioning her future.","In one picturesque village in Sussex, life is very different. There’s no crime, debt or homelessness, everyone has a job but no-one earns a wage, and none of the children watch television, use social media, play video games or have a mobile phone. With unique access to this historically private community, this film enters the remarkable village of Darvell, where for almost 50 years an extraordinary radical Christian community, the Bruderhof, has lived outside mainstream society. The film holds a mirror up to modern Britain, with its consumerist concerns, high crime and deprivation rates, and looks at this community's simple way of life, while also exploring the personal costs and sacrifices required to live there. Hannah, Bernard and Hardy are part of the 300-strong village of brothers and sisters living as disciples of Jesus. Bernard, his wife Rachel and their three children live a ‘back to basics’ lifestyle in a shared house with several other families, including Bernard’s parents. Most of their meals are taken with the other residents in a large communal dining room where they eat, sing and worship together.Outgoing and inquisitive, Hannah is questioning this way of life. At 18, she wants to experience life outside the community she was born into before making a lifelong commitment. The film follows her extraordinary journey as she leaves her family and the familiarity of this closeted community behind, and makes her way to the big city – London. But whilst Hannah experiences the independence of her first paid job, she also begins to question both the Bruderhof way of life and her experiences in mainstream society.As a teenager, Hardy became acutely aware of the sacrifices members of the Bruderhof have to make. Together with his five siblings, herebelled against the ideals of the community, and with their blessing, his family left the Bruderhof and began a new life outside. Hardy has since returned to the community, accepting that a life there is one of sacrifice – not only surrendering all possessions and money, but something greater: giving up personal ambition and the freedom to make his own decisions. Whilst Hardy and Bernard are happy to make this commitment for a greater cause, will the fresh opportunities that Hannah is discovering in the city tempt her away?This programme has been edited since broadcast. The original transmission featured an end card, now removed, stating that some former members of the Bruderhof made allegations against the community regarding their treatment whilst living there."
Too Fat For Love,Documentaries,"BBC, iPlayer, TV, Too Fat For Love",A no-holds-barred look into the world of plus-sized love and sex.,https://ichef.bbci.co.uk/images/ic/1200x675/p0664mfs.jpg,17 mins,1016,4 May 2018,A no-holds-barred look into the world of plus-sized love and sex.,21-year-old Emma takes a no-holds-barred look into the world of plus-sized love and sex by asking questions that everyone may be curious about but are too embarrassed to ask.,"21-year-old Emma takes a no-holds-barred look into the world of plus-sized love and sex by asking questions that everyone may be curious about but are too embarrassed to ask. If Emma believed everything she read in the media, then she’d conclude that, as a plus-size girl, she was simply too big for romance. Not only are there almost no positive role models for “big love” in popular culture, often there is actual hate. Emma is introduced to the extraordinary Athena May, a self-styled “goddess of love”, who performs a masterclass in plus-size sex at an “erotic emporium” in east London. Emma wonders whether the dating game is any easier for men so she chats to members of a plus-size football league to find out. Despite her self confidence, Emma admits that she still has some hang-ups about her body image so in an attempt to face her demons head-on, she quite literally bares it all. Her journey ends in London, where she discovers the wonders of a plus-size club night - at last, an oasis in an often hostile dating jungle."
Daniel Barenboim: In His Own Words,Documentaries,"BBC, iPlayer, TV, Daniel Barenboim: In His Own Words",Daniel Barenboim speaks more candidly than ever before about his life and music.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bbf6kd.jpg,75 mins,4470,9pm 19 Dec 2021,Daniel Barenboim speaks more candidly than ever before about his life and music.,Documentary in which legendary conductor and pianist Daniel Barenboim speaks more candidly than he has ever done before about his life and music.,"A feature-length documentary in which legendary conductor and pianist Daniel Barenboim speaks more candidly than he has ever done before about his life and music. Told entirely through interviews with the maestro, the film starts with his earliest musical experiences as a child piano prodigy in Buenos Aires, before following his meteoric rise to fame, including his encounters with other musical giants such as Nadia Boulanger and Arthur Rubinstein, who gave the 14-year-old Daniel his first vodka and cigar!We also learn of Barenboim’s move to Israel when he was a teenager, where he lived a double life as a musical genius and an ordinary schoolboy. He then talks with unusual intimacy about his relationship with cellist Jacqueline du Pré and her long battle with multiple sclerosis. The film also charts Barenboim’s stellar career as an orchestral conductor, his move into opera and the founding of the West-Eastern Divan Orchestra with Edward Said. Simply told, through just his own words and a wealth of archive from over 70 years performing on the stage, this is the definitive account of an iconic musician."
The Sky at Night - The Man Who Discovered A Planet,Documentaries,"BBC, iPlayer, TV, The Sky at Night, The Man Who Discovered A Planet","Patrick Moore meets Professor Clyde Tombaugh, who discovered Pluto. (1980)",https://ichef.bbci.co.uk/images/ic/1200x675/p02x7vn3.jpg,23 mins,1398,20 Mar 1980,"Patrick Moore meets Professor Clyde Tombaugh, who discovered Pluto. (1980)","For this programme, Patrick Moore flew to Arizona to meet Professor Tombaugh and to ask him what he now thought about the curious planet he discovered half a century ago. (1980)","On 18 February 1930 Pluto was discovered by a young research student named Clyde Tombaugh. Since that time Pluto has set puzzle after puzzle. It is smaller than expected, it has an unusual path and it has a moon, Charon, which is one third its size. Today, at the age of 77, Clyde Tombaugh is one of America's most respected astronomers.For this programme, Patrick Moore flew to Arizona to meet Professor Tombaugh and to ask him what he now thought about the curious planet he discovered half a century ago. But first we join Clyde Tombaugh in Las Cruces, New Mexico, exactly 50 years to the day of his discovery, at a banquet to honour the only living man who has discovered a new planet. (1980)"
Mothers Reborn,Documentaries,"BBC, iPlayer, TV, Mothers Reborn",The story of a group of women in Poland who are becoming mothers to fake babies.,https://ichef.bbci.co.uk/images/ic/1200x675/p0b6chqn.jpg,23 mins,1365,2:30pm 27 Nov 2021,The story of a group of women in Poland who are becoming mothers to fake babies.,"The story of a group of women in Poland, where the fertility rate is one of the lowest in the world, who are taking control and becoming mothers to fake babies.","In Poland, where the fertility rate is one of the lowest in the world, a group of women are taking control and becoming mothers to fake babies. Reborn dolls are hyper-realistic, treated like real children, given a birthing ceremony and even a heartbeat. Yet they serve a deeper purpose, helping women through infertility and loss of a child, and hitting reset on the gender imbalance that often goes hand in hand with motherhood. Mothers Reborn takes a look at the misunderstood world of reborn dolls."
We Are England - Mental Health: Cold Swim - Tynemouth,Documentaries,"BBC, iPlayer, TV, We Are England, Mental Health: Cold Swim - Tynemouth",One cold water swimmer swears a dip in the icy sea does wonders for your mental health.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bjd35j.jpg,29 mins,1740,7:30pm 26 Jan 2022,One cold water swimmer swears a dip in the icy sea does wonders for your mental health.,Cold water swimmer Jacqui inspires two new recruits with personal life challenges to join her tribe and feel the benefits. Can the sea turn the tide and improve their mental health?,"Retired north east cop Jacqui is just one of the millions of people across the UK who have taken up cold water swimming. After 30 years ofservice, she has had to deal with horrific crimes involving children and vulnerable adults and she says swimming in the icy sea has done wonders for her mental and physical wellbeing. Always eager to help others, Jacqui has persuaded Kirk, a recovering alcoholic, and Sarah-Jane, who is in remission from a rare type of leukaemia, to take the cold water challenge."
David Attenborough's Zoo Quest in Colour,Documentaries,"BBC, iPlayer, TV, David Attenboroughs Zoo Quest in Colour",The best of David Attenboroughs early adventures as never seen before - in colour.,https://ichef.bbci.co.uk/images/ic/1200x675/p03qxlgr.jpg,89 mins,5349,17 May 2016,The best of David Attenborough's early adventures as never seen before - in colour.,The best of David Attenborough's early adventures as never seen before - in colour - and with it the story of how the pioneering television series Zoo Quest was made.,"Thanks to a remarkable discovery in the BBC's film vaults, the best of David Attenborough's early Zoo Quest adventures can now be seen as never before, in colour, and with it the remarkable story of how this pioneering television series was made.First broadcast in December 1954, Zoo Quest was one of the most popular television series of its time and launched the career of the young David Attenborough as a wildlife presenter. It completely changed how viewers saw the world, revealing wildlife and tribal communities that had never been filmed or even seen before. Broadcast ten years before colour television was seen in the UK, Zoo Quest was thought to have been filmed in black and white, until now. Using this extraordinary new-found colour film, together with new behind-the-scenes stories from David Attenborough and cameraman Charles Lagus, this special showcases the very best of Zoo Quest to West Africa, Zoo Quest to Guiana and Zoo Quest for a Dragon in stunning HD colour for the very first time."
Cherry Valentine: Gypsy Queen and Proud,Documentaries,"BBC, iPlayer, TV, Cherry Valentine: Gypsy Queen and Proud","At 18, George Ward left the Gypsy community. Can he now be accepted as a queer Gypsy?",https://ichef.bbci.co.uk/images/ic/1200x675/p0bh8svh.jpg,56 mins,3379,25 Jan 2022,"At 18, George Ward left the Gypsy community. Can he now be accepted as a queer Gypsy?","At 18, George Ward left the Gypsy community after coming out as gay. Leaving his Gypsy identity behind, he invented Cherry Valentine, a drag alter ego. Now, he wants to be accepted as a queer Gypsy.","At 18, George Ward left the Gypsy community. He felt rejected after coming out as gay. Leaving his Gypsy identity behind, he invented Cherry Valentine, a drag alter ego. Now, he wants to find out if he can be accepted as a queer Gypsy and feel proud."
'Go Back To Where You Came From',Documentaries,"BBC, iPlayer, TV, Go Back To Where You Came From",Reha Kansara explores what it feels like to be told to ‘go home’ and themes of identity.,https://ichef.bbci.co.uk/images/ic/1200x675/p08qy6cw.jpg,20 mins,1185,15 Sep 2020,Reha Kansara explores what it feels like to be told to ‘go home’ and themes of identity.,Reporter Reha Kansara travels to parts of the UK to speak to three different people on what it feels like to be told to ‘go home’ and explores themes of belonging and identity.,"Discussions about racism and racist behaviours are more urgent now than they have ever been. BBC reporter, Reha Kansara explores issues of belonging and identity through a specific type of racial abuse, one that tells people to go back to where they came from. But for the people who are born and raised in the UK, where exactly are they expected to go back to?She speaks to three people from Glasgow, Cardiff and London about their experiences of being told to go back home, how it affected their lives and how conversations about race have made them think about where they belong.As part of her journey, Reha starts with her parents and their lived experiences as immigrants who arrived in the UK in the early 70’s from Uganda and Kenya. Aisha is born and raised in Scotland and has a YouTube channel. She says people assume she’s not from Scotland on an almost daily basis and that getting angry is not the solution to engage with racists.Zubair filmed a man in a supermarket who was abusive when he told him to go back to where he came from. The video went viral and made national news. He shows Reha the parts of Cardiff where he grew up and says he’s proud to be British.Naomi is a student based in London and of Nigerian heritage. Her popularity on TikTok means that she is subjected to racial abuse on an almost daily basis and is regularly told to, ‘go back home’.We also hear from lawyer and author Dr Shola Mos-Shogbamimu who talks about how our lived experiences can shape who we are and provides a helpful explanation of ‘white privilege’."
